"Reference","Source Location","Destination Location","Contact","Scheduled Date","Source Document","Status","Activity Exception Decoration"
"INT/230106764","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230011823","Waiting",""
"INT/230109933","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230011826","Ready",""
"INT/230099544","JTK 1/Stock/RM","JTK 1/Staging Olah","","2000-01-01 00:00:00","MO/230011834","Ready",""
"INT/230110848","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230011836","Ready",""
"INT/230106618","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230011838","Ready",""
"INT/230106650","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230011845","Ready",""
"INT/230109621","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230011850","Ready",""
"INT/230110896","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230011851","Ready",""
"INT/230108489","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230011852","Ready",""
"INT/230107294","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230011853","Ready",""
"INT/230108377","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230011854","Ready",""
"INT/230105995","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230011856","Ready",""
"INT/230105355","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-27 00:00:00","MO/230011888","Ready",""
"INT/230109910","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230011920","Ready",""
"INT/230111716","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230011925","Waiting",""
"INT/230113035","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230011932","Ready",""
"INT/230112509","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230011934","Ready",""
"INT/230110211","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230011942","Ready",""
"INT/230101926","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-02 00:00:00","MO/230011945","Ready",""
"INT/230102010","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-04 00:00:00","MO/230011962","Ready",""
"INT/230106671","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-27 00:00:00","MO/230011970","Ready",""
"INT/230107278","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230011971","Ready",""
"INT/230130089","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-27 00:00:00","MO/230011973","Ready",""
"INT/230104276","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230012208","Ready",""
"INT/230104278","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230012209","Ready",""
"INT/230104281","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230012212","Ready",""
"INT/230104285","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230012214","Ready",""
"INT/230104324","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230012221","Ready",""
"INT/230104325","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230012222","Ready",""
"INT/230104335","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230012229","Ready",""
"INT/230104336","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230012230","Ready",""
"INT/230107609","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230012232","Ready",""
"INT/230132160","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230012234","Ready",""
"INT/230104355","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230012236","Ready",""
"INT/230104368","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230012244","Ready",""
"INT/230112893","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-01 00:00:00","MO/230012254","Ready",""
"INT/230104692","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012264","Ready",""
"INT/230104694","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012266","Ready",""
"INT/230104703","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012271","Ready",""
"INT/230111509","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012272","Ready",""
"INT/230104705","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012273","Ready",""
"INT/230104706","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012274","Ready",""
"INT/230104707","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012275","Ready",""
"INT/230121357","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012278","Ready",""
"INT/230104720","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012281","Ready",""
"INT/230113628","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012282","Ready",""
"INT/230104724","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012284","Ready",""
"INT/230104733","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012289","Ready",""
"INT/230104732","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012288","Ready",""
"INT/230124324","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012292","Ready",""
"INT/230104736","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012291","Ready",""
"INT/230104734","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012290","Ready",""
"INT/230115337","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012294","Ready",""
"INT/230104741","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012295","Ready",""
"INT/230104745","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012299","Ready",""
"INT/230104751","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012304","Ready",""
"INT/230113045","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012308","Ready",""
"INT/230104757","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012309","Ready",""
"INT/230118292","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012313","Ready",""
"INT/230120368","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012316","Ready",""
"INT/230107607","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012319","Ready",""
"INT/230104766","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012317","Ready",""
"INT/230104771","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012320","Ready",""
"INT/230123694","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012321","Ready",""
"INT/230104773","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012322","Ready",""
"INT/230114925","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012323","Ready",""
"INT/230112468","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012324","Ready",""
"INT/230126717","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012325","Ready",""
"INT/230118082","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012327","Ready",""
"INT/230107382","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012331","Ready",""
"INT/230104782","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012330","Ready",""
"INT/230114893","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012333","Waiting",""
"INT/230104786","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012332","Ready",""
"INT/230111621","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012334","Ready",""
"INT/230104789","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012335","Ready",""
"INT/230104791","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012337","Ready",""
"INT/230108394","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012344","Ready",""
"INT/230118140","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012346","Ready",""
"INT/230105633","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012347","Ready",""
"INT/230105636","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012348","Ready",""
"INT/230105637","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012349","Ready",""
"INT/230105664","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-04 00:00:00","MO/230012353","Ready",""
"INT/230105665","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012354","Ready",""
"INT/230105673","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012361","Ready",""
"INT/230118278","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012364","Ready",""
"INT/230105680","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012366","Ready",""
"INT/230105691","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012367","Ready",""
"INT/230105694","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012368","Ready",""
"INT/230105703","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012372","Ready",""
"INT/230105776","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012373","Ready",""
"INT/230105790","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012379","Ready",""
"INT/230105791","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012380","Ready",""
"INT/230105793","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012381","Ready",""
"INT/230105795","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012382","Ready",""
"INT/230105797","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012383","Ready",""
"INT/230105798","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012384","Ready",""
"INT/230105804","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012389","Ready",""
"INT/230105805","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012390","Ready",""
"INT/230105808","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012391","Ready",""
"INT/230105810","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012392","Ready",""
"INT/230105812","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012393","Ready",""
"INT/230105814","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012394","Ready",""
"INT/230105817","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012395","Ready",""
"INT/230105820","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012396","Ready",""
"INT/230105821","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012397","Ready",""
"INT/230105824","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012398","Ready",""
"INT/230105825","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012399","Ready",""
"INT/230105826","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012400","Ready",""
"INT/230105902","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012402","Ready",""
"INT/230105904","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012404","Ready",""
"INT/230105903","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012403","Ready",""
"INT/230105905","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-02-28 00:00:00","MO/230012405","Ready",""
"INT/230113006","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-04 00:00:00","MO/230012406","Ready",""
"INT/230110969","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012407","Ready",""
"INT/230115042","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012408","Waiting",""
"INT/230123773","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012409","Ready",""
"INT/230106048","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012412","Ready",""
"INT/230106049","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012413","Ready",""
"INT/230106050","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012414","Ready",""
"INT/230118149","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012415","Waiting",""
"INT/230112927","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012419","Waiting",""
"INT/230106074","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012420","Ready",""
"INT/230106076","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012421","Ready",""
"INT/230106079","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012422","Ready",""
"INT/230118168","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012423","Waiting",""
"INT/230106083","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230012425","Ready",""
"INT/230106086","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012427","Ready",""
"INT/230106088","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012428","Ready",""
"INT/230106089","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012429","Ready",""
"INT/230106091","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012430","Ready",""
"INT/230106092","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012431","Ready",""
"INT/230106093","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012432","Ready",""
"INT/230106094","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012433","Ready",""
"INT/230109701","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-03 00:00:00","MO/230012495","Ready",""
"INT/230108445","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012499","Ready",""
"INT/230117615","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012500","Ready",""
"INT/230118178","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012501","Waiting",""
"INT/230108451","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012505","Ready",""
"INT/230108450","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012504","Ready",""
"INT/230108459","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012508","Ready",""
"INT/230108458","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012507","Ready",""
"INT/230108462","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012511","Ready",""
"INT/230108461","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012510","Ready",""
"INT/230117561","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012512","Ready",""
"INT/230108466","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012514","Ready",""
"INT/230108465","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012513","Ready",""
"INT/230108468","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012516","Ready",""
"INT/230108467","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012515","Ready",""
"INT/230108471","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012518","Ready",""
"INT/230108470","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012519","Ready",""
"INT/230108469","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012517","Ready",""
"INT/230108473","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012521","Ready",""
"INT/230118291","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012523","Ready",""
"INT/230108474","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012522","Ready",""
"INT/230118177","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012525","Ready",""
"INT/230123598","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012527","Ready",""
"INT/230108480","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012528","Ready",""
"INT/230113584","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-04 00:00:00","MO/230012951","Waiting",""
"INT/230113587","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-04 00:00:00","MO/230012953","Ready",""
"INT/230113586","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-04 00:00:00","MO/230012957","Ready",""
"INT/230109946","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012958","Ready",""
"INT/230118171","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012960","Ready",""
"INT/230109955","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012966","Ready",""
"INT/230118289","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012972","Ready",""
"INT/230109966","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012974","Ready",""
"INT/230109967","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012975","Ready",""
"INT/230109979","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012977","Ready",""
"INT/230117074","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012981","Ready",""
"INT/230116717","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012985","Ready",""
"INT/230110048","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012986","Ready",""
"INT/230110050","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012987","Ready",""
"INT/230110053","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012988","Ready",""
"INT/230110058","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012989","Ready",""
"INT/230110062","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012992","Ready",""
"INT/230110064","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012993","Ready",""
"INT/230115247","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012995","Ready",""
"INT/230110071","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012997","Ready",""
"INT/230110074","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230012999","Ready",""
"INT/230113139","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013001","Ready",""
"INT/230110101","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013002","Ready",""
"INT/230117695","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-04 00:00:00","MO/230013004","Ready",""
"INT/230112466","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-04 00:00:00","MO/230013006","Ready",""
"INT/230113619","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-04 00:00:00","MO/230013007","Ready",""
"INT/230113591","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-04 00:00:00","MO/230013009","Ready",""
"INT/230112439","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-04 00:00:00","MO/230013008","Ready",""
"INT/230115360","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-04 00:00:00","MO/230013010","Ready",""
"INT/230115388","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-04 00:00:00","MO/230013013","Ready",""
"INT/230112426","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-04 00:00:00","MO/230013012","Ready",""
"INT/230110497","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013015","Ready",""
"INT/230119506","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013016","Ready",""
"INT/230119034","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013017","Ready",""
"INT/230117353","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013019","Ready",""
"INT/230120671","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013020","Ready",""
"INT/230119472","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013021","Ready",""
"INT/230118179","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013022","Ready",""
"INT/230126297","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013024","Ready",""
"INT/230117684","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013027","Ready",""
"INT/230110629","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013026","Ready",""
"INT/230110638","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013028","Ready",""
"INT/230110639","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013029","Ready",""
"INT/230110640","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013030","Ready",""
"INT/230110641","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013031","Ready",""
"INT/230110645","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013033","Ready",""
"INT/230110644","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013032","Ready",""
"INT/230130499","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013034","Ready",""
"INT/230110648","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013035","Ready",""
"INT/230110650","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013037","Ready",""
"INT/230110653","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013039","Ready",""
"INT/230110654","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013040","Ready",""
"INT/230120863","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013041","Ready",""
"INT/230117667","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013046","Ready",""
"INT/230117423","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013047","Ready",""
"INT/230115429","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013048","Ready",""
"INT/230117600","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013050","Ready",""
"INT/230110668","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013049","Ready",""
"INT/230113600","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013051","Ready",""
"INT/230119057","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013055","Ready",""
"INT/230117581","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013056","Ready",""
"INT/230111435","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013443","Ready",""
"INT/230111433","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013441","Ready",""
"INT/230111438","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013446","Ready",""
"INT/230111439","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013447","Ready",""
"INT/230111441","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013449","Ready",""
"INT/230111440","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013448","Ready",""
"INT/230111443","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013451","Ready",""
"INT/230111442","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013450","Ready",""
"INT/230111446","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013452","Ready",""
"INT/230111449","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013455","Ready",""
