FACTORY,ITEM CODE / BESAR BATCH,PROCESS TYPE,ROUTING TYPE,ITEM CODE,REFILL CODE,BULK CODE,ITEM NAME,REFILL NAME,BULK NAME,BULK SIZE PRIORITY,NUMBER OF COMPONENT,FM BULK SIZE (KG),MPQ OLAH (KG),MPQ SUPPLY KUNCI (KG),MPQ KEMAS (PCS),MPQ SUPPLY LOG (PCS),OUTPUT PRESSING (PCS/MIN),OUTPUT LABELLING (PCS/MIN),OUTPUT FILLING (PCS/MIN),OUTPUT FILLING/PACKING (PCS/MIN),LINE CODE WEIGHING,LINE CODE PREMIX,LINE CODE MILLING,LINE CODE MIXING,LINE CODE GRINDING,LINE CODE ADJUST,LINE CODE QC BULK,LINE CODE SIEVING,LINE CODE LABELLING,LINE CODE PRESSING,LINE CODE FILLING,LINE CODE FILLING/PACKING,LEADTIME WEIGHING (MIN),LEADTIME PREMIX (HOUR),LEADTIME MILLING (HOUR),LEADTIME MIXING (HOUR),LEADTIME GRINDING (HOUR),LEADTIME ADJUST (HOUR),LEADTIME QC BULK (HOUR),LEADTIME SIEVING (HOUR),LEADTIME LABELLING (HOUR),LEADTIME PRESSING (HOUR),LEADTIME FILLING (HOUR),LEADTIME FILLING/PACKING (HOUR),LEADTIME QC FG (HOUR),LEADTIME KARANTINA (HOUR),TOTAL LEADTIME (DAYS),JUMLAH OPERATOR WEIGHING,JUMLAH OPERATOR PREMIX,JUMLAH OPERATOR MILLING,JUMLAH OPERATOR MIXING,JUMLAH OPERATOR GRINDING,JUMLAH OPERATOR QC BULK,JUMLAH OPERATOR SIEVING,JUMLAH OPERATOR LABELLING,JUMLAH OPERATOR PRESSING,JUMLAH OPERATOR FILLING,JUMLAH OPERATOR FILLING/PACKING,STATUS PEARLIZE,PDT PREMIX CUCI KASAR (HOUR),PDT PREMIX CUCI BERSIH (HOUR),PDT MILLING CUCI KASAR (HOUR),PDT MILLING CUCI BERSIH (HOUR),PDT MIXING CUCI KASAR (HOUR),PDT MIXING CUCI BERSIH (HOUR),PDT GRINDING CUCI KASAR (HOUR),PDT GRINDING CUCI BERSIH (HOUR),SET UP MESIN AWAL (MIN),SET UP MESIN LANJUTAN (MIN),PERSIAPAN (MIN),HELLOM TIME (MIN),GANTI KAIN (MIN),BBM (MIN),CHANGE OVER (MIN),CUCI MESIN (MIN),PENCAIRAN BULK (MIN),WARNA BULK,ASUMSI JUMLAH SHIFT,PDT TANPA CO (HOUR),PDT DENGAN CO (HOUR),LEADTIME KOTOR PREMIX (HOUR),LEADTIME KOTOR MILLING (HOUR),LEADTIME KOTOR MIXING (HOUR),LEADTIME KOTOR LABELLING (HOUR),LEADTIME KOTOR PRESSING (HOUR),LEADTIME KOTOR FILLING (HOUR),LEADTIME KOTOR FILLING/PACKING (HOUR),SHRINK MACHINE,LAST MODIFIED ON,LAST MODIEFIED BY,NOTES
JTK04,L-IPMLMP12-W/15,STD,SR09,L-IPMLMP12-W,,L-IPMLMP12-BULK,Instaperfect Mattesetter Lip Matte Paint 12 The Voyage,,Wardah Instaperfect Mattesetter Lip Matte Paint 12 The Voyage,NOMINAL_LINE,1,15,15,14,2363,2410,,,,21,SWE01,SPM03D,SRM06,SVB01,,SVB01,QC BULK,,,,,BTP02,60,1,1.5,3,,5,0.5,,,,,1.87539682539683,0.5,0.5,4,2,1,1,,,1,,,,,8,-,0,0,0,0.5,0,1.25,,,0,0,5,0,0,0,0,0.25,0,-,0,0.0875,0.0875,1,2,4.25,,,,1.96289682539683,No,2022-08-12 06:41,OdooBot,
JTK02,REM-SBMW-W100ML/1200,STD,LR15,REM-SBMW-W100ML,,REM-SBMW-BULK,Wardah Nature Daily Seaweed Cleansing Micellar Water 100 ml,,Seaweed Cleansing Micellar Water Bulk,SECONDARY_LINE,1,1200,1200,1185,11480,11825,,,,20,LWE02,,,LPF01,,LPF01,QC BULK,,,,,BOP03,40,,,8,,0,1,,,,,9.56666666666667,0.3,2,4,,,,,,1,,,,,5,-,,,,,0,1.5,,,40,10,0,20,0,10,60,20,0,terang,0,1.66666666666667,2.66666666666667,,,9.5,,,,11.2333333333333,No,2022-08-03 07:06,Administrator,
JTK02,REM-SBMW-W100ML/1200,STD,LR15,REM-SBMW-W100ML,,REM-SBMW-BULK,Wardah Nature Daily Seaweed Cleansing Micellar Water 100 ml,,Seaweed Cleansing Micellar Water Bulk,SECONDARY_LINE,1,1200,1200,1185,11480,11825,,,,20,LWE02,,,LHL01,,LHL01,QC BULK,,,,,BOP03,40,,,8,,0,1,,,,,9.56666666666667,0.3,2,4,,,,,,1,,,,,5,-,,,,,0,1.5,,,40,10,0,20,0,10,60,20,0,terang,0,1.66666666666667,2.66666666666667,,,9.5,,,,11.2333333333333,No,2022-08-03 07:06,Administrator,
JTK02,REM-SBMW-W100ML/1000,STD,LR15,REM-SBMW-W100ML,,REM-SBMW-BULK,Wardah Nature Daily Seaweed Cleansing Micellar Water 100 ml,,Seaweed Cleansing Micellar Water Bulk,NOMINAL_LINE,1,1000,1000,985,9520,9806,,,,20,LWE02,,,LPF01,,LPF01,QC BULK,,,,,BOP03,40,,,7,,0,1,,,,,7.93333333333333,0.3,2,4,,,,,,1,,,,,5,-,,,,,0,1.5,,,40,10,0,20,0,10,60,20,0,terang,0,1.66666666666667,2.66666666666667,,,8.5,,,,9.6,No,2022-08-03 07:06,Administrator,
JTK02,REM-SBMW-W100ML/1000,STD,LR15,REM-SBMW-W100ML,,REM-SBMW-BULK,Wardah Nature Daily Seaweed Cleansing Micellar Water 100 ml,,Seaweed Cleansing Micellar Water Bulk,NOMINAL_LINE,1,1000,1000,985,9520,9806,,,,20,LWE02,,,LHL01,,LHL01,QC BULK,,,,,BOP03,40,,,7,,0,1,,,,,7.93333333333333,0.3,2,4,,,,,,1,,,,,5,-,,,,,0,1.5,,,40,10,0,20,0,10,60,20,0,terang,0,1.66666666666667,2.66666666666667,,,8.5,,,,9.6,No,2022-08-03 07:06,Administrator,
JTK06,M-W2WSDC-W30GR/0,STD,RR01,M-W2WSDC-W30GR,,,Wardah Tester White Secret Day Cream 30 gr (Pc(s)),,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK02,CUS-REFC01-W/90,STD,LR05,CUS-REFC01-W,,CUS-EFC01-BULK,Wardah Refill Exclusive Flawless Cover Cushion 01 Light Beige 15 g,,Exclusive flawless cover cushion 01 light beige,SECONDARY_LINE,1,90,90,86.4,5232,5494,,,,6,LWE02,LSPM09,LRM02,LSVB03,,LSVB03,QC BULK,,,,,CUP01,90,1,3,10,,3,1,,,,,14.5333333333333,0.3,2,5,,,,,,1,,,,,11,-,0,0,0,1.5,2.5,3.5,,,40,20,0,30,0,20,0,90,0,gelap,1,3.33333333333333,3.33333333333333,1,4.5,13.5,,,,17.8666666666667,No,2022-08-03 07:22,Dhyah Ayu Saraswati Devany,
JTK02,CUS-REFC01-W/50,STD,LR04,CUS-REFC01-W,,CUS-EFC01-BULK,Wardah Refill Exclusive Flawless Cover Cushion 01 Light Beige 15 g,,Exclusive flawless cover cushion 01 light beige,NOMINAL_LINE,1,50,50,50,2457,2557,,,,6,LWE02,,LRM01,LVL05,,LVL05,QC BULK,,,,,CUP01,70,,2.5,12,,3,1,,,,,6.825,0.3,2,5,,,,,,1,,,,,11,-,,,0,1.5,2.5,3.5,,,40,0,0,10,0,0,0,90,0,gelap,1,2.33333333333333,2.33333333333333,,4,15.5,,,,9.15833333333333,No,2022-08-03 07:22,Dhyah Ayu Saraswati Devany,
JTK02,CUS-REFC01-W/30,STD,LR04,CUS-REFC01-W,,CUS-EFC01-BULK,Wardah Refill Exclusive Flawless Cover Cushion 01 Light Beige 15 g,,Exclusive flawless cover cushion 01 light beige,SECONDARY_LINE,1,30,30,23,1392,1462,,,,6,LWE02,,LRM01,LVL05,,LVL05,QC BULK,,,,,CUP01,60,,2.5,7,,3,1,,,,,3.86666666666667,0.3,2,5,,,,,,1,,,,,11,-,,,0,1.5,2.5,3.5,,,40,0,0,10,0,0,0,90,0,gelap,1,2.33333333333333,2.33333333333333,,4,10.5,,,,6.2,No,2022-08-03 07:22,Dhyah Ayu Saraswati Devany,
JTK04,DUSS-EMLC01H-W/0,SFGPack,SR12,DUSS-EMLC01H-W,,,Dus Sticker Exclusive Matte Lip Cream 01 (Hologram) W,,,NOMINAL_LINE,,0,0,0,18688,18688,,6,,,,,,,,,QC BULK,,SPL01,,,,,,,,,0,0,,51.9111111111111,,,,0,0,5,,,,,,1,,3,,,,-,,,,,,,,,0,0,5,10,0,0,0,0,0,-,,0.25,0.25,,,,52.1611111111111,,,,No,2022-03-22 16:14,OdooBot,
JTK02,WARN-TOA403CB-BULK/20,SFGBulk,LR19,WARN-TOA403CB-BULK,,,Monokrom Lipcream Tudor oak,,,NOMINAL_LINE,1,20,20,20,0,0,,,,,LWE02,,LRM02,,,,QC BULK,,,,,,30,,6,,,0,0.5,,,,,,0,0,5,,,,,,1,,,,,,-,,,0,0,,,,,0,0,0,0,0,0,0,0,0,gelap,0,0,0,,6,,,,,,No,2022-03-22 16:14,OdooBot,Ada lebih dari 1 Bulk Size FM yang menjadi Nominal Line
JTK02,WARN-TOA403CB-BULK/10,SFGBulk,LR19,WARN-TOA403CB-BULK,,,Monokrom Lipcream Tudor oak,,,NOMINAL_LINE,1,10,10,10,0,0,,,,,LWE02,,LRM01,,,,QC BULK,,,,,,15,,6,,,0,0.5,,,,,,0,0,5,,,,,,1,,,,,,-,,,0,0,,,,,0,0,0,0,0,0,0,0,0,gelap,0,0,0,,6,,,,,,No,2022-03-22 16:14,OdooBot,Ada lebih dari 1 Bulk Size FM yang menjadi Nominal Line
JTK02,SRM-WSPTEN3-W/1000,STD,LR15,SRM-WSPTEN3-W,,SRM-WSPTE-BULK,Wardah White Secret Pure Treatment Essence 50 ml,,White Secret Pure Treatment Essence Bulk,NOMINAL_LINE,1,1000,1000,1000,19602,20191,,,,20,LWE02,,,LHL01,,LHL01,QC BULK,,,,,BOP05,65,,,6,,0,1,,,,,16.335,0.3,2,4,,,,,,1,,,,,10,-,,,,,0,1.5,,,40,30,0,30,0,20,45,40,0,terang,0,2.66666666666667,3.41666666666667,,,7.5,,,,19.0016666666667,No,2022-06-23 00:50,Fawziah Ghina Saraswati,
JTK01,BO-SST09-MO3.5G/1,PRESSTHENFILLINGPACKING,PR03,BO-SST09-MO3.5G,"BO-SST09-RP-MO3,5GR",BO-SST09-BULK,MAKE OVER BO 09 Summer Twist Refill Pack 3.5 g (Pc(s)),Refill Press Blush 09 Summer Twist(Pc(s)),Blush On 09 Summer Twist,NOMINAL_LINE,1,1,1,1,144,150,9,,,4,PWT01,,,PMT01,PGT01,PMT01,QC BULK,PMS01,,PEP01,,PCP01,70,,,1,1,1,0.5,1,,0.266666666666667,,0.6,0.5,14,4,1,,,1,1,1,1,,2,,2,Pearlize,,,,,0,1,0,1.5,0,0,5,0,0,5,0,15,0,-,0,0.416666666666667,0.416666666666667,,,2,,0.683333333333333,,1.01666666666667,No,2022-03-22 16:14,OdooBot,
JTK06,MY-RTCLBB03-W/0,STD,RR01,MY-RTCLBB03-W,,,Malaysia Wardah Lightening BB Cake Powder 03 Natural 11 g,,,NOMINAL_LINE,,0,0,0,1,1,,,,18,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.000925925925925926,0.5,2,5,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.500925925925926,No,2022-03-22 16:14,OdooBot,
JTK01,B-W3ELCP01-W14G/20,STD,PR01,B-W3ELCP01-W14G,,B-W1C1L01-BULK,Wardah Evd Lum Compact Powder 01 Light Beige 14 g (Pc(s)),,Luminous Pressed Powder 01,NOMINAL_LINE,1,20,20,20,1012,1042,,,,28,PWE01,,,PSM07,PVT07,PSM07,QC BULK,RUSSEL01,,,,PNP02,65,,,2,2,7.5,0.5,1,,,,0.602380952380952,0.5,14,4,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,0,5,0,40,0,-,0,1.08333333333333,1.08333333333333,,,3,,,,1.68571428571429,No,2022-09-02 07:52,Anisa Masrucha Utami,
JTK06,HBL-W2TSR-W200ML/0,STD,RR01,HBL-W2TSR-W200ML,,,Wardah Tester Hand & Body Lotion SPARKS 200 ml (pc(s)),,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK06,BBC-TEN-W30ML/0,STD,RR01,BBC-TEN-W30ML,,,Wardah Tester Everyday BB Cream Natural 30 ml (Pc(s)),,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK02,MA-MSND-W/300,STD,LR15,MA-MSND-W,,MA-MSND-BULK,Wardah Nature Daily SuperSerum Mask 20 ml,,Wardah Nature Daily SuperSerum Mask,NOMINAL_LINE,1,300,300,270,12238,12610,,,,20,LWE01,,,LVB01,,LVB01,QC BULK,,,,,EMP07,60,,,5,,0,1,,,,,10.1983333333333,0.3,2,10,,,,,,1,,,,,6,-,,,,,0,1.5,,,30,10,0,20,0,10,0,30,0,terang,1,1.66666666666667,1.66666666666667,,,6.5,,,,11.865,No,2022-08-31 09:11,Fawziah Ghina Saraswati,
JTK01,MY-RTCIPMFPF12-W/10,STD,PR01,MY-RTCIPMFPF12-W,,TC-IPMFPF12-BULK,Malaysia Wardah Instaperfect MATTE FIT Powder Foundation 12 IVORY 13 g,,Instaperfect MATTE FIT Powder Foundation 12 Ivory,NOMINAL_LINE,1,10,10,10,581,598,,,,24,PWE01,,,PSM07,PVT07,PSM07,QC BULK,RUSSEL01,,,,PNP02,60,,,2,2,3,0.5,1,,,,0.403472222222222,0.5,14,5,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,10,0,15,10,0,30,0,-,0,1.33333333333333,1.33333333333333,,,3,,,,1.73680555555556,No,2022-06-30 07:49,Maryam Hadi,Ada lebih dari 1 Bulk Size FM yang menjadi Nominal Line
JTK06,MY-RTCIPMFPF12-W/0,STD,RR01,MY-RTCIPMFPF12-W,,,Malaysia Wardah Instaperfect MATTE FIT Powder Foundation 12 IVORY 13 g,,,NOMINAL_LINE,,0,0,0,1,1,,,,18,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.000925925925925926,0.5,2,5,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.500925925925926,No,2022-03-22 16:14,OdooBot,Ada lebih dari 1 Bulk Size FM yang menjadi Nominal Line
JTK06,MY-LTMP06-EM/0,STD,RR01,MY-LTMP06-EM,,,Malaysia Emina Magic Potion 06 Sassy 5.5 ml,,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,5,,,,,,1,,,,,3,-,,,,,,,,,,,15,,,,,,,-,1,0.25,0.25,,,,,,,0.251666666666667,No,2022-03-22 16:14,OdooBot,
JTK06,MY-BRBMLP04-EM/0,STD,RR01,MY-BRBMLP04-EM,,,Malaysia Emina Bare With Me Mineral Loose Powder 04 Ebony 8 g,,,NOMINAL_LINE,,0,0,0,1,1,,,,20,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00111111111111111,0.5,2,5,,,,,,1,,,,,4,-,,,,,,,,,,,15,,,,,,,-,,0.25,0.25,,,,,,,0.251111111111111,No,2022-06-15 21:43,Suniarsih Utami,
JTK06,MY-CONSMULCA-EM/0,STD,RR01,MY-CONSMULCA-EM,,,Malaysia Emina Squeeze Me Up Liquid Concealer Light 8 g,,,NOMINAL_LINE,,0,0,0,72,72,,,,8,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.2,0.5,2,5,,,,,,1,,,,,4,-,,,,,,,,,,,15,,,,,,,-,,0.25,0.25,,,,,,,0.45,No,2022-06-15 21:42,Suniarsih Utami,
JTK02,BOTP-ERBSAS30-T/0,SFGPack,LR13,BOTP-ERBSAS30-T,,,BOTP Encapsulated Retinol BSAS 30 T,,,NOMINAL_LINE,,0,0,0,1,1,,9,,,,,,,,,QC BULK,,MPL01,,,,,,,,,0,0,,0.00185185185185185,,,,0,0,3,,,,,,1,,3,,,,-,,,,,,,,,30,0,0,10,0,10,0,0,0,-,2,0.833333333333333,0.833333333333333,,,,0.835185185185185,,,,No,2022-03-22 16:14,OdooBot,
JTK04,L-SR14MB-EM/5,STD,SR09,L-SR14MB-EM,,L-SR14MB-BULK,Emina Sugar Rush Lipstick 14 Molten Brownie 3.8 g,,Sugar Rush Lipstick 14 Molten Brownie,SECONDARY_LINE,1,5,5,4.75,1036,1057,,,,8,SWE01,SPM03D,SRM06,SMX02,,SMX02,QC BULK,,,,,LIP08,45,0.75,1,2.25,,5,0.5,,,,,2.15833333333333,0.5,2,5,2,1,1,1,,1,,,,,5,-,0,0,0,0.25,0,0,,,0,0,5,10,0,0,0,0.25,0,-,1,0.254166666666667,0.254166666666667,0.75,1.25,2.25,,,,2.4125,No,2022-08-12 06:41,OdooBot,
JTK04,L-SR14MB-EM/0.75,STD,SR09,L-SR14MB-EM,,L-SR14MB-BULK,Emina Sugar Rush Lipstick 14 Molten Brownie 3.8 g,,Sugar Rush Lipstick 14 Molten Brownie,NOMINAL_LINE,1,0.75,0.75,0.5,60,84,,,,2,SWE01,SMU01,SRMLAB,SMX04,,SMX04,QC BULK,,,,,SBP01,45,0.5,1,2.25,,5,0.5,,,,,0.5,0.5,2,5,2,1,1,,,1,,,,,4,-,0,0,0,0.25,0,0,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,0.5,1.25,2.25,,,,0.754166666666667,No,2022-08-12 06:41,OdooBot,
JTK02,SRM-ASRM-W/1000,STD,LR15,SRM-ASRM-W,,SRM-ASRM-BULK,Wardah Acnederm Acne Care Serum 15 ml,,Wardah Acnederm Acne Care Serum,NOMINAL_LINE,1,1000,1000,981,54048,55670,,,,15,LWE01,,,LVB01,,LVB01,QC BULK,,,,,EMP07,120,,,7.45,,0,1,,,,,60.0533333333333,0.3,2,13,,,,,,1,,,,,8,-,,,,,0,1.5,,,30,90,0,100,0,90,0,40,0,gelap,0,5.83333333333333,5.83333333333333,,,8.95,,,,65.8866666666667,No,2022-03-22 16:14,OdooBot,
JTK02,SRM-ASRM-W/600,STD,LR15,SRM-ASRM-W,,SRM-ASRM-BULK,Wardah Acnederm Acne Care Serum 15 ml,,Wardah Acnederm Acne Care Serum,SECONDARY_LINE,1,600,600,570,31464,32410,,,,15,LWE01,,,LVB01,,LVB01,QC BULK,,,,,EMP07,60,,,5,,0,1,,,,,34.96,0.3,2,13,,,,,,1,,,,,8,-,,,,,0,1.5,,,30,50,0,60,0,50,0,40,0,gelap,2,3.83333333333333,3.83333333333333,,,6.5,,,,38.7933333333333,No,2022-03-22 16:14,OdooBot,
JTK01,DUSS-PMFW21R0-MO/0,SFGPack,PR16,DUSS-PMFW21R0-MO,,,Dus Sticker Powerstay Matte Powder Foundation W21 MO,,,NOMINAL_LINE,,0,0,0,1200,1236,,4,,,,,,,,,QC BULK,,PLB01,,,,,,,,,0,0,,5,,,,0.5,0,1,,,,,,1,,2,,,,-,,,,,,,,,0,0,10,0,0,10,0,30,0,-,,0.833333333333333,0.833333333333333,,,,5.83333333333333,,,,No,2022-05-24 06:44,OdooBot,
JTK01,"ES-W0M-W3,3GR/9",COPACKING,PR17,"ES-W0M-W3,3GR","ES-W0M-03-RP-W1,1GR",ES-W0M-03 BULK,"Wardah Eye Shadow M 3,3 gr (pc(s))",Refill Press Eye Shadow Wardah M 03,EYE SHADOW M 03,NOMINAL_LINE,3,9,3,3,1800,1900,35,,,4,PWE02,,,PSM12,,PSM12,QC BULK,PMS02,,PEP03,,PCP02,40,,,2.5,,2,0.5,1,,0.857142857142857,,7.5,0.5,14,5,2,,,1,,1,1,,2,,2,Pearlize,,,,,0,1,,,10,0,5,0,0,5,0,15,0,-,0,0.583333333333333,0.583333333333333,,,3.5,,1.44047619047619,,8.08333333333333,No,2022-06-13 08:32,Maryam Hadi,
JTK01,"ES-W0M-W3,3GR/9",COPACKING,PR03,"ES-W0M-W3,3GR","ES-W0M-02-RP-W1,1GR",ES-W0M-02 BULK,"Wardah Eye Shadow M 3,3 gr (pc(s))",Refill Press Eye Shadow Wardah M 02,EYE SHADOW M 02,NOMINAL_LINE,2,9,3,3,1800,1900,35,,,4,PWE02,,,PSM14,PMG07,PSM14,QC BULK,PMS02,,PEP03,,PCP02,40,,,1.5,1.5,1,0.5,1,,0.857142857142857,,7.5,0.5,14,5,2,,,1,1,1,1,,2,,2,Pearlize,,,,,0,1,0,1.5,10,0,5,0,0,5,0,60,0,-,0,1.33333333333333,1.33333333333333,,,2.5,,2.19047619047619,,8.83333333333333,No,2022-06-13 08:32,Maryam Hadi,
JTK01,"ES-W0M-W3,3GR/9",COPACKING,PR03,"ES-W0M-W3,3GR","ES-W0M-01-RP-W1,1GR",ES-W0M-01 BULK,"Wardah Eye Shadow M 3,3 gr (pc(s))",Refill Press Eye Shadow Wardah M 01,EYE SHADOW M 01,NOMINAL_LINE,1,9,3,3,1800,1900,35,,,4,PWE02,,,PSM09,PMG04,PSM09,QC BULK,PMS02,,PEP03,,PCP02,40,,,1.5,1.5,4,0.5,1,,0.857142857142857,,7.5,0.5,14,5,2,,,1,1,1,1,,2,,2,Pearlize,,,,,0,1,0,1.5,10,0,5,0,0,5,0,15,0,-,0,0.583333333333333,0.583333333333333,,,2.5,,1.44047619047619,,8.08333333333333,No,2022-06-13 08:32,Maryam Hadi,
JTK02,DUSS-CSET125R1-WM/0,SFGPack,LR13,DUSS-CSET125R1-WM,,,Dus Sticker CS Exfoliating Toner 125 R1 WM,,,NOMINAL_LINE,,0,0,0,1,1,,15,,,,,,,,,QC BULK,,LBL05,,,,,,,,,0,0,,0.00111111111111111,,,,0,0,3,,,,,,1,,3,,,,-,,,,,,,,,10,0,0,10,0,10,0,0,0,-,,0.5,0.5,,,,0.501111111111111,,,,No,2022-03-22 16:14,OdooBot,
JTK02,L-CLSB-W/30,STD,LR04,L-CLSB-W,,L-CLSB-BULK,Wardah Crystallure Precious Rouge Matte Stain 02 Brun Virtue 3.6 g,,Wardah Crystallure Precious Rouge Matte Stain 02 Brun Virtue,NOMINAL_LINE,1,30,30,23,4850,5093,,,,20,LWE02,,LRM01,LVL05,,LVL05,QC BULK,,,,,EMP16,60,,4,7,,3,1,,,,,4.04166666666667,0.3,2,5,,,,,,1,,,,,10,-,,,0,2,0,3,,,40,0,0,10,0,0,0,120,0,gelap,0,2.83333333333333,2.83333333333333,,6,10,,,,6.875,No,2022-03-22 16:14,OdooBot,
JTK02,HBW-NDAHHWN2-W/3000,STD,LR02,HBW-NDAHHWN2-W,,HBW-NDAHHW-BULK,Wardah Nature Daily Aloe Hydramild Hand Wash 250 ml,,Wardah Nature Daily Aloe Hydramild Hand Wash Bulk,NOMINAL_LINE,1,3000,3000,2910,11533,11879,,,15,10,LWE02,,,LVL10,,LVL10,QC BULK,,,,EMP03B,BOP01,90,,,8,,0,1,,,,12.8144444444444,19.2216666666667,0.3,2,5,,,,,,1,,,,8,5,-,,,,,0,1.5,,,15,10,0,20,0,10,0,40,0,gelap,0,1.58333333333333,1.58333333333333,,,9.5,,,14.3977777777778,20.805,No,2022-08-04 04:55,Fawziah Ghina Saraswati,
JTK06,L-W2TM04-W3.8GR/0,STD,RR01,L-W2TM04-W3.8GR,,,Wardah Tester Container Matte Lipstick 04 Orange 3.8 gr (Pc(s)),,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK02,MY-RANTM-W/1000,STD,LR01,MY-RANTM-W,,A-NTM-BULK,Malaysia Wardah Acnederm Night Treatment Moisturizer 40 ml,,Acnederm Night Treatment Moisturizer Bulk,NOMINAL_LINE,1,1000,1000,970,23046,23740,,,40,,LWE01,,,LVB01,,LVB01,QC BULK,,,,TUP09,,75,,,6,,0,1,,,,9.6025,,0.3,2,5,,,,,,1,,,,3,,-,,,,,0,1.5,,,25,10,0,20,0,10,25,0,0,terang,0,1.08333333333333,1.5,,,7.5,,,10.6858333333333,,No,2022-08-03 07:06,Administrator,
JTK06,MY-TBBCEL-W30ML/0,STD,RR01,MY-TBBCEL-W30ML,,,Wardah Tester Everyday BB Cream Light SPF 30 30 ml,,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK01,DUSS-RCVPF11CR0-W/0,SFGPack,PR16,DUSS-RCVPF11CR0-W,,,Dus Sticker Colorfit Velvet Powder Foundation 11C Refill Wardah (Barcode&Varian),,,NOMINAL_LINE,,0,0,0,22896,23583,,4,,,,,,,,,QC BULK,,PLB01,,,,,,,,,0,0,,95.4,,,,0.5,0,1,,,,,,1,,2,,,,-,,,,,,,,,0,0,10,0,0,10,0,30,0,-,,0.833333333333333,0.833333333333333,,,,96.2333333333333,,,,No,2022-05-24 06:44,OdooBot,
JTK01,DUSS-PMFN20R0-MO/0,SFGPack,PR16,DUSS-PMFN20R0-MO,,,Dus Sticker Powerstay Matte Powder Foundation N20 MO,,,NOMINAL_LINE,,0,0,0,504,520,,4,,,,,,,,,QC BULK,,PLB01,,,,,,,,,0,0,,2.1,,,,0.5,0,1,,,,,,1,,2,,,,-,,,,,,,,,0,0,10,0,0,10,0,30,0,-,,0.833333333333333,0.833333333333333,,,,2.93333333333333,,,,No,2022-03-22 16:14,OdooBot,
JTK02,SRM-RRYUMS-W/1000,STD,LR15,SRM-RRYUMS-W,,SRM-RRYUMS-BULK,Wardah Renew You Intensive Serum 30 ml (Pc(s)),,Wardah Renew You Intensive Serum,NOMINAL_LINE,1,1000,1000,970,30352,31260,,,,15,LWE01,,,LVB01,,LVB01,QC BULK,,,,,EMP07,60,,,4.5,,0,1,,,,,33.7244444444444,0.3,2,5,,,,,,1,,,,,8,-,,,,,0,1.5,,,30,40,0,50,0,40,0,30,0,gelap,0,3.16666666666667,3.16666666666667,,,6,,,,36.8911111111111,No,2022-06-16 00:21,Fawziah Ghina Saraswati,
JTK06,BP-TBMI-W200ML/0,STD,RR01,BP-TBMI-W200ML,,,Wardah Tester Body Mist INNOCENCE 200 ml (pc(s)),,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
