item_code,product_description
MY-SRMBSS-EM,Malaysia Emina Bright Stuff Face Serum 30 ml
MY-SRMCAB-W,Malaysia Wardah Crystallure Supreme Activating Booster Essence 30 ml
MY-SRMCDSI-W,Malaysia Wardah C-Defense Serum 17 ml
MY-SRMCSAE-W,Malaysia Wardah Crystallure Supreme Advanced Eye Serum 15 ml
MY-SRMCSRO-W,Malaysia Wardah Crystallure Supreme Revitalizing Oil Serum 30 ml
MY-SRMELB-W,Malaysia Wardah Eyexpert Brow Lash Serum 10 ml
MY-SRMH-MO,Malaysia MAKE OVER Hydration Serum 33 ml (Pc(s))
MY-SRMNFSAGIS2-W,Malaysia Wardah NFS Renew You Anti Aging Intensive Serum 2 ml (Pc(s))
MY-SRMRABS-KA,Malaysia Kahf Advancing Beard & Hair Serum 30 ml
MY-SRMRAGIS-W,Malaysia Wardah Renew You Anti Aging Intensive Serum 17 ml (Pc(s))
MY-SRMRIH-W,Malaysia Wardah Hydra Rose Micro Gel Serum 30 ml
MY-SRMRLSAN1-W,Malaysia Wardah Lightening Serum Ampoule 30 ml
MY-SRMRRYTEN2-W,Malaysia Wardah Renew You Toner Essence 100 ml (Pc(s))
MY-SRMRRYUMS-W,Malaysia Wardah Renew You Intensive Serum 30 ml (Pc(s))
MY-SRMRWSIBS-W,Malaysia Wardah Crystal Secret Dark Spot & Brightening Serum 20 ml
MY-SRMRWSPTEN2-W,Malaysia Wardah Crystal Secret Pure Treatment Essence 100 ml
MY-SRMRWSPTEN4-W,Malaysia Wardah Crystal Secret Pure Treatment Essence 30 ml
MY-SSPSMU-MO,Malaysia Make Over Powerskin Urban Defense Sunscreen 40 ml
MY-SSSB45-EM,Malaysia Emina Sun Battle SPF 45 PA+++
MY-SSSBAT30-EM,Malaysia Emina Sun Battle SPF 30 PA+++
MY-SSSBSP30-EM,Malaysia Emina Skin Buddy Sun Protection SPF 30 PA+++ 60 ml
MY-SSUVSLMSN-W,Malaysia Wardah UV Shield Light Matte Sun Stick 22 g
MY-TCFC-MO,Malaysia MAKE OVER Face Contour Kit 14 g (Pc(s))
MY-TCIPPF01-W,Malaysia Instaperfect Matte Fit Powder Foundation 11 Fair Pink 13 g
MY-TCIPPF02-W,Malaysia Instaperfect Matte Fit Powder Foundation 22 Light Ivory 13 g
MY-TCIPPF03-W,Malaysia Instaperfect Matte Fit Powder Foundation 32 True Beige 13 g
MY-TCIPPF04-W,Malaysia Instaperfect Matte Fit Powder Foundation 33 Warm Olive 13 g
MY-TCIPPF05-W,Malaysia Instaperfect Matte Fit Powder Foundation 43 Creme Sand 13 g
MY-TCIPPF06-W,Malaysia Instaperfect Matte Fit Powder Foundation 52 Almond 13 g
MY-TCPC01-MO,Malaysia MAKE OVER Perfect Cover TWC 01 Lace 12 g (Pc(s))
MY-TCPC02-MO,Malaysia MAKE OVER Perfect Cover TWC 02 Coral 12 g (Pc(s))
MY-TCPC03-MO,Malaysia MAKE OVER Perfect Cover TWC 03 Maple 12 g (Pc(s))
MY-TCPC04-MO,Malaysia MAKE OVER Perfect Cover TWC 04 Desert 12 g (Pc(s))
MY-TCPC05-MO,Malaysia MAKE OVER Perfect Cover TWC 05 Cinnamon 12 g (Pc(s))
MY-TCPC06-MO,Malaysia MAKE OVER Perfect Cover TWC 06 Cappuccino 12 g (Pc(s))
MY-TCPC07-MO,Malaysia MAKE OVER Perfect Cover TWC 07 Espresso 12 g (Pc(s))
MY-TCPC08-MO,Malaysia MAKE OVER Perfect Cover TWC 08 Honey 12 g (Pc(s))
MY-TCPMC21-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation C21 Pink Ivory 12 g
MY-TCPMC31-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation C31 Pink Beige 12 g
MY-TCPMC41-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation C41 Cool Sand 12 g
MY-TCPMC51-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation C51 Cool Tan 12 g
MY-TCPMC62-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation C62 Rich Cocoa 12 g
MY-TCPMN10-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation N10 Marble 12 g
MY-TCPMN20-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation N20 Ivory 12 g
MY-TCPMN30-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation N30 Natural Beige 12 g
MY-TCPMN40-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation N40 Sand 12 g
MY-TCPMN50-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation N50 Tan 12 g
MY-TCPMW12-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation W12 Warm Marble 12 g
MY-TCPMW21-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation W21 Coral Ivory 12 g
MY-TCPMW22-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation W22 Warm Ivory 12 g
MY-TCPMW30-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation W30 Creme Beige 12 g
MY-TCPMW32-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation W32 Warm Beige 12 g
MY-TCPMW33-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation W33 Honey Beige 12 g
MY-TCPMW41-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation W41 Coral Sand 12 g
MY-TCPMW42-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation W42 Warm Sand 12 g
MY-TCPMW50-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation W50 Creme Tan 12 g
MY-TCPMW60-MO,Malaysia MAKE OVER Powerstay Matte Powder Foundation W60 Creme Cocoa 12 g
MY-TCR2E01-W,Malaysia Wardah Exclusive Two Way Cake 01 Sheer Pink 12 g
MY-TCR2E02-W,Malaysia Wardah Exclusive Two Way Cake 02 Light Beige 12 g
MY-TCR2E03-W,Malaysia Wardah Exclusive Two Way Cake 03 Sandy Beige 12 g
MY-TCR2E04-W,Malaysia Wardah Exclusive Two Way Cake 04 Natural 12 g
MY-TCR2E05-W,Malaysia Wardah Exclusive Two Way Cake 05 Coffee Beige 12 g
MY-TCR3LLF01-W,Malaysia Wardah Lightening Powder Foundation Light Feel 01 Light Beige 12 g
MY-TCR3LLF02-W,Malaysia Wardah Lightening Powder Foundation Light Feel 02 Golden Beige 12 g
MY-TCR3LLF03-W,Malaysia Wardah Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g
MY-TCR3LLF04-W,Malaysia Wardah Lightening Powder Foundation Light Feel 04 Natural 12 g
MY-TCR3LLF05-W,Malaysia Wardah Lightening Powder Foundation Light Feel 05 Beige 12 g
MY-TCR3LLF06-W,Malaysia Wardah Lightening Powder Foundation Light Feel 06 Ivory 12 g
MY-TCR3LLF07-W,Malaysia Wardah Lightening Powder Foundation Light Feel 07 Honey Beige 12 g
MY-TWCCLFTA-W,Malaysia Wardah Colorfit Velvet Powder Foundation 11C Pink Fair 11 g
MY-TWCCLFTB-W,Malaysia Wardah Colorfit Velvet Powder Foundation 22N Light Ivory 11 g
MY-TWCCLFTC-W,Malaysia Wardah Colorfit Velvet Powder Foundation 23W Warm Ivory 11 g
MY-TWCCLFTD-W,Malaysia Wardah Colorfit Velvet Powder Foundation 32N Neutral Beige 11 g
MY-TWCCLFTE-W,Malaysia Wardah Colorfit Velvet Powder Foundation 33W Olive Beige 11 g
MY-TWCCLFTF-W,Malaysia Wardah Colorfit Velvet Powder Foundation 43W Golden Sand 11 g
MY-TWCCLFTG-W,Malaysia Wardah Colorfit Velvet Powder Foundation 42N Neutral Sand 11 g
MY-TWCCLFTH-W,Malaysia Wardah Colorfit Velvet Powder Foundation 52N Almond 11 g
MY-UVSAFE-W,Malaysia Wardah UV Shield Aqua Fresh Essence SPF 50 30 ml
MY-UVSASP-W,Malaysia Wardah UV Shield Active Protection Serum SPF 50 35 ml
MY-UVSESG-W,Malaysia Wardah UV Shield Essential Sunscreen Gel SPF 30 40 ml
MZ-W1M1-W50ML,Wardah Pure Olive Oil 50 ml
MZ-W1M2-W150ML,Wardah Olive Oil For Massage 150 ml
N-P1L-P450,Putri Neutralizer Lotion 450 ML (Pc(s))
N-P1P3P-P240,Putri Platinum Neutralizer Step 2 240 ML (Pc(s))
N-P1P3P-P720,Putri Platinum Neutralizer Step 2 720 ML (Pc(s))
P-BA-L,LABORÉ Birthday Package A
P-BRGSDUV-L,LABORÉ Sensitive Skin Care On-The-Go Minis
P-BSFSBSFW-EM,Emina Bundling Bright Stuff Face Scrub 50 ml + Emina Bright Stuff Face Wash 50 ml
P-BSFSSBAT30-EM,Emina Bundling Bright Stuff Face Scrub 50 ml + Emina Sun Battle SPF 30 PA+++ 60 ml
P-BSFTRRP-EM,Emina Bright Stuff Face Toner 50 ml isi 6 pcs
P-BSFWRRP-EM,Emina Bright Stuff Face Wash 50 ml isi 6 pcs
P-CESR-W,Wardah Crystallure Essential Skincare Routine
P-CGK-W,Wardah Crystallure Advanced Glow Kit
P-CSP-W,Wardah Crystal Skin Package
P-CSTK-W,Wardah Crystal Secret Radiant Skin Starter Kit
P-MAA-W,Wardah SuperSerum Mask x2 - Lightening & Acnederm
P-MAB-W,Wardah SuperSerum Mask x2 - C-defense & Perfect Bright
P-RD-EM,Emina Happy Girls Are the Prettiest Makeup Box
P-RHDSSK-W,"Wardah Hydra Rose Dewy Skin Starter Kit (Facial Wash 20 ml, Toner 30 ml, Day Gel 8 ml)"
P-RM-EM,Emina Happy Girls Are the Prettiest Makeup + Skincare Box
P-RS-EM,Emina Happy Girls Are the Prettiest Skincare Box
P-SSHUE-L,Labore Sensitive Skin Care Haji & Umroh Essential Package
P-SSHUM-L,Labore Sensitive Skin Care Haji & Umroh Mini Package
P-SSOTG-L,LABORÉ Sensitive Skin Care On-The-Go Minis II
PH-HU-W,Paket Haji Dan Umroh Wardah (Pc(s))
PRM-IPPF-W20ML,Wardah Instaperfect POREFECTION Skin Primer 20 ml
PRM-PCCGR-MO,MAKE OVER POWERSTAY Color Correcting Primer Green 25 ml
PRM-PCCLC-MO,MAKE OVER POWERSTAY Color Correcting Primer Lilac 25 ml
PRM-PCCPC-MO,MAKE OVER POWERSTAY Color Correcting Primer Peach 25 ml
PRM-PCCYW-MO,MAKE OVER POWERSTAY Color Correcting Primer Yellow 25 ml
PRM-PR-EM20ML,Emina Pore Ranger 20 ml (Pc(s))
PRM-PRI01-MO,MAKE OVER Powerstay Radiant Illuminizer Lumiere 25 g
PRM-PRI02-MO,MAKE OVER Powerstay Radiant Illuminizer Sun Kissed 25 g
PRM-RRIPSP-W,Instaperfect Blur Mattifying Primer 20 ml
PRM-VCPM-MO20ML,MAKE OVER Velvet Mattifying Primer 20 ml
PUFF-TWC-MO,MAKE OVER Two Way Cake Sponge
REM-CDAMG-W,Wardah Crystallure Supreme Double Action Micellar Gel 150 ml
REM-CO-MO,Make Over Powerskin Ultra Deep Cleansing Oil 190 ml
REM-EEM-W100ML,Wardah EyeXpert Eye & Lip Makeup Remover 100 ml
REM-EEM-W50ML,Wardah EyeXpert Eye & Lip Makeup Remover 50 ml
REM-GOC-TA,Tavi Gel to Oil 1st Cleanser
REM-GSOC-L,LABORÉ Sensitive Skin Care GentleBiome Oil Cleanser 200 ml
REM-LOIMWN1-W,Wardah Lightening Oil-Infused Micellar Water 50 ml
REM-LOIMWN2-W,Wardah Lightening Oil-Infused Micellar Water 100 ml
REM-LTWO-EM10ML,Emina Lip Tint Eraser 10 ml
REM-MW-MO185ML,MAKE OVER Micellar Water 185 ml
REM-NDACN1-W,Wardah Nature Daily Aloe Cleansing Micellar Water 100 ml
REM-NDACN2-W,Wardah Nature Daily Aloe Cleansing Micellar Water 240 ml
REM-OIMW-MO,MAKE OVER POWERSKIN Bi-Phase Oil Micellar Water 200 ml
REM-PBTUMW-W,Wardah Perfect Bright Tone Up Micellar Water 100 ml
REM-RBSMWN1-EM,Emina Bright Stuff Micellar Water 100 ml
REM-RBSMWN2-EM,Emina Bright Stuff Micellar Water 50 ml
REM-RLOIMWN1-W,Wardah Lightening Oil-Infused Micellar Water 55 ml Revamp
REM-RLOIMWN2-W,Wardah Lightening Oil-Infused Micellar Water 100 ml Revamp
REM-RPBTUMW-W,Wardah Perfect Bright Bright + Tone Up Micellar Water 100 ml
REM-SBMW-W100ML,Wardah Nature Daily Seaweed Cleansing Micellar Water 100 ml
REM-SBMW-W240ML,Wardah Nature Daily Seaweed Cleansing Micellar Water 240 ml
REM-SBRMW-EM,Emina Skin Buddy Micellar Water 100 ml
REM-SBRMWN2-EM,Emina Skin Buddy Micellar Water 50 ml
S-A1SEC-W,Wardah Anti Dandruff Shampoo 170 ml
S-CSCB01-B,Beyondly Calm Barrier Collagen Serum 20 ml
S-CSPB01-B,Beyondly Pomebright Collagen Serum 20 ml
S-CSYP01-B,Beyondly Youth Power Collagen Serum 20 ml
S-DFSEC-W,Wardah Daily Fresh Shampoo 170 ml
S-NSSEC-W,Wardah Nutri Shine Shampoo 170 ml
S-P1A2-P2,Putri Pure Clean Shampoo Apple 2 L (Pc(s))
S-P1A2-P200,Putri Pure Clean Shampoo Apple 200 ML (Pc(s))
S-P1A2-P450,Putri Pure Clean Shampoo Apple 450 ML (Pc(s))
S-P1G-P200,Putri Shampoo Ginseng 200 ML (Pc(s))
S-P1L-P2,Putri Pure Clean Shampoo Lemon 2 L (Pc(s))
S-P1L-P200,Putri Pure Clean Shampoo Lemon 200 ML (Pc(s))
S-P1L-P450,Putri Pure Clean Shampoo Lemon 450 ML (Pc(s))
S-P1SEL2-P450,Putri SPA Energizing Shampoo (Lemon) 450 ML (Pc(s))
S-P1SRL-P450,Putri SPA Relaxing Shampoo (Lavender) 450 ML (Pc(s))
S-USSEC-W,Wardah Hairfall Treatment Shampoo 170 ml
SGL-P1-P200,Putri Styling Glaze 200 ML (Pc(s))
SHAR-SM-MO,MAKE OVER Small Sharpener (Pc(s))
SL-P1-P200,Putri Setting Lotion 200 ML (Pc(s))
SRM-AN1-EM,Emina Natura Pal Splash Serum 30 ml
SRM-AN1-OMG,OMG Oh My Glow Acne Serum 20 ml
SRM-ASRM-W,Wardah Acnederm Acne Care Serum 15 ml
SRM-ASSE-EM10ML,Emina Ms. Pimple Acne Solution Spot Gel 15 ml
SRM-BA-WL,Wonderly Acne & Brightening Treatment Serum 15 ml
SRM-BRSR-L,LABORÉ Sensitive Skin Care GentleBiome Barrier Repair Serum 20 ml
SRM-BRSRN2-L,LABORÉ Sensitive Skin Care GentleBiome Barrier Repair Serum 7 ml
SRM-BSS-EM,Emina Bright Stuff Face Serum 30 ml
SRM-BSSN2-EM,Emina Bright Stuff Face Serum 7.5 ml
SRM-CAB-W,Wardah Crystallure Supreme Activating Booster Essence 30 ml
SRM-CD-W17ML,Wardah C-Defense Serum 17 ml (Pc(s))
SRM-CSAE-W,Wardah Crystallure Supreme Advanced Eye Serum 15 ml
SRM-CSRO-W,Wardah Crystallure Supreme Revitalizing Oil Serum 30 ml
SRM-DB-WL,Wonderly Advanced Brightening Face Serum 15 ml
SRM-ELB-W,Wardah Eyexpert Brow Lash Serum 10 ml
SRM-FS-KA,Kahf Brightening and Texture Refining Face Serum 30 ml
SRM-H-MO33ML,MAKE OVER Hydration Serum 33 ml (Pc(s))
SRM-LSA-W,Wardah Lightening Serum Ampoule 5x5 ml
SRM-MPAOC-EM,Emina Ms. Pimple Serum Acne + Oil Control 30 ml
SRM-NFSAN2-EM,Emina NFS Natura Pal Splash Serum 5 ml
SRM-NFSBRSRN2-L,LABORÉ Sensitive Skin Care NFS GentleBiome Barrier Restore Serum 7 ml
SRM-NS-TA,Tavi 10% Niacinamide + Zinc Acne Solution Serum 30 ml
SRM-PB-W,Wardah Perfect Bright Super-Glow Berry Serum 8 ml
SRM-PGN1-OMG,OMG Oh My Glow Peach Glowing Serum 20 ml
SRM-PGN2-OMG,OMG Oh My Glow Peach Glowing Serum 7.5 ml
SRM-PSDS-MO,Make Over Powerskin Dark Spot Serum 30 ml
SRM-PSHS-MO,Make Over Powerskin Hydrating Serum 30 ml
SRM-PSOC-MO,Make Over Powerskin Oil Control Serum 30 ml
SRM-RABS-KA,Kahf Advancing Beard & Hair Serum 30 ml
SRM-RAGIS-W,Wardah Renew You Anti Aging Intensive Serum 17 ml (New Pack)
SRM-RIH-W,Wardah Hydra Rose Micro Gel Serum 30 ml
SRM-RLSAN1-W,Wardah Lightening Serum Ampoule 30 ml
SRM-RLSAN2-W,Wardah Lightening Serum Ampoule 8 ml
SRM-RRYIS-W,Wardah Renew You Intensive Serum 15 ml (Pc(s))
SRM-RRYTEN1-W,Wardah Renew You Toner Essence 50 ml (Pc(s))
SRM-RRYTEN2-W,Wardah Renew You Toner Essence 100 ml (Pc(s))
SRM-RRYUMS-W,Wardah Renew You Intensive Serum 30 ml (Pc(s))
SRM-RS-TA,Tavi 1% Encapsulated Retinol + Peptide Slow Aging Signs Serum
SRM-RWSIBS-W,Wardah Crystal Secret Dark Spot & Brightening Serum 20 ml
SRM-RWSPTEN1-W,Wardah Crystal Secret Pure Treatment Essence 50 ml
SRM-RWSPTEN2-W,Wardah Crystal Secret Pure Treatment Essence 100 ml
SRM-RWSPTEN4-W,Wardah Crystal Secret Pure Treatment Essence 30 ml
SRM-SC-TA,Tavi Plant-Based Squalane + Ceramide Moisture Boost Serum 30 ml
SS-DUVSDE-L,LABORÉ Sensitive Skin Care BiomeProtect Physical Sunscreen 30 ml
SS-DUVSDEN2-L,LABORÉ Sensitive Skin Care BiomeProtect Physical Sunscreen 10 ml
SS-LDSB-TA,TAVI Liquid Dreamy Skin Blur Sunscreen 50 ml
SS-NFSDUVSDE-L,LABORÉ Sensitive Skin Care NFS BiomeProtect Physical Sunscreen 10 ml
SS-NFSSBAT30-EM,Emina NFS Sun Battle SPF 30 PA+++ 15 ml
SS-PSMU-MO,Make Over Powerskin Urban Defense Sunscreen
SS-SB45-EM,Emina Sun Battle SPF 45 PA+++ 30 ml
SS-SBAT30-EM,Emina Sun Battle SPF 30 PA+++ 60 ml
SS-SBAT30N2-EM,Emina Sun Battle SPF 30 23ml
SS-SBSP30-EM,Emina Skin Buddy Sun Protection
SS-UVSAFE-W,Wardah UV Shield Aqua Fresh Essence SPF 50 30 ml
SS-UVSASP-W,Wardah UV Shield Active Protection Serum SPF 50 35 ml
SS-UVSDSPB-W,Wardah UV Shield Essential Sunscreen Gel SPF 30 (New Blister)
SS-UVSLMS-W,Wardah UV Shield Light Matte Sun Stick 22 g
TC-CPLS01-W,Wardah CRYSTALLURE Precious Luminizing Silk Powder Foundation 11 FAIR 12 g
TC-CPLS02-W,Wardah CRYSTALLURE Precious Luminizing Silk Powder Foundation 12 IVORY 12 g
TC-CPLS03-W,Wardah CRYSTALLURE Precious Luminizing Silk Powder Foundation 13 BEIGE 12 g
TC-CPLS04-W,Wardah CRYSTALLURE Precious Luminizing Silk Powder Foundation 14 CREME 12 g
TC-FC-MO14G,MAKE OVER Face Contour Kit 14 g (Pc(s))
TC-IPPF01-W,Instaperfect Matte Fit Powder Foundation 11 Fair Pink 13 g
TC-IPPF02-W,Instaperfect Matte Fit Powder Foundation 22 Light Ivory 13 g
TC-IPPF03-W,Instaperfect Matte Fit Powder Foundation 32 True Beige 13 g
TC-IPPF04-W,Instaperfect Matte Fit Powder Foundation 33 Warm Olive 13 g
TC-IPPF05-W,Instaperfect Matte Fit Powder Foundation 43 Creme Sand 13 g
TC-IPPF06-W,Instaperfect Matte Fit Powder Foundation 52 Almond 13 g
TC-PC01-MO12G,MAKE OVER Perfect Cover TWC 01 Lace 12 g (Pc(s))
TC-PC02-MO12G,MAKE OVER Perfect Cover TWC 02 Coral 12 g (Pc(s))
TC-PC03-MO12G,MAKE OVER Perfect Cover TWC 03 Maple 12 g (Pc(s))
TC-PC04-MO12G,MAKE OVER Perfect Cover TWC 04 Desert 12 g (Pc(s))
TC-PC05-MO12G,MAKE OVER Perfect Cover TWC 05 Cinnamon 12 g (Pc(s))
TC-PC06-MO12G,MAKE OVER Perfect Cover TWC 06 Cappuccino 12 g (Pc(s))
TC-PC07-MO12G,MAKE OVER Perfect Cover TWC 07 Espresso 12 g (Pc(s))
TC-PC08-MO12G,MAKE OVER Perfect Cover TWC 08 Honey 12 g (Pc(s))
TC-PMC21-MO12G,MAKE OVER Powerstay Matte Powder Foundation C21 Pink Ivory 12 g
TC-PMC31-MO,MAKE OVER Powerstay Matte Powder Foundation C31 Pink Beige 12 g
TC-PMC41-MO,MAKE OVER Powerstay Matte Powder Foundation C41 Cool Sand 12 g
TC-PMC51-MO,MAKE OVER Powerstay Matte Powder Foundation C51 Cool Tan 12 g
TC-PMC62-MO12G,MAKE OVER Powerstay Matte Powder Foundation C62 Rich Cocoa 12 g
TC-PMN10-MO12G,MAKE OVER Powerstay Matte Powder Foundation N10 Marble 12 g
TC-PMN20-MO,MAKE OVER Powerstay Matte Powder Foundation N20 Ivory 12 g
TC-PMN30-MO12G,MAKE OVER Powerstay Matte Powder Foundation N30 Natural Beige 12 g
TC-PMN40-MO,MAKE OVER Powerstay Matte Powder Foundation N40 Sand 12 g
TC-PMN50-MO,MAKE OVER Powerstay Matte Powder Foundation N50 Tan 12 g
TC-PMW12-MO,MAKE OVER Powerstay Matte Powder Foundation W12 Warm Marble 12 g
TC-PMW21-MO,MAKE OVER Powerstay Matte Powder Foundation W21 Coral Ivory 12 g
TC-PMW22-MO12G,MAKE OVER Powerstay Matte Powder Foundation W22 Warm Ivory 12 g
TC-PMW30-MO,MAKE OVER Powerstay Matte Powder Foundation W30 Creme Beige 12 g
TC-PMW32-MO,MAKE OVER Powerstay Matte Powder Foundation W32 Warm Beige 12 g
TC-PMW33-MO12G,MAKE OVER Powerstay Matte Powder Foundation W33 Honey Beige 12 g
TC-PMW41-MO12G,MAKE OVER Powerstay Matte Powder Foundation W41 Coral Sand 12 g
TC-PMW42-MO12G,MAKE OVER Powerstay Matte Powder Foundation W42 Warm Sand 12 g
TC-PMW50-MO,MAKE OVER Powerstay Matte Powder Foundation W50 Creme Tan 12 g
TC-PMW60-MO,MAKE OVER Powerstay Matte Powder Foundation W60 Creme Cocoa 12 g
TC-PPCN-MO3X12G,MAKE OVER TWC Palette 3X12 g (Pc(s))
"TC-PPHC-MO8X3,5G","MAKE OVER Professional Highlight & Contour Palette 8 x 3,5 g (Pc(s))"
TC-R2E01-W,Wardah Exclusive Two Way Cake 01 Sheer Pink 12 g
TC-R2E02-W,Wardah Exclusive Two Way Cake 02 Light Beige 12 g
TC-R2E03-W,Wardah Exclusive Two Way Cake 03 Sandy Beige 12 g
TC-R2E04-W,Wardah Exclusive Two Way Cake 04 Natural 12 g
TC-R2E05-W,Wardah Exclusive Two Way Cake 05 Coffee Beige 12 g
TC-R2RE01-W,Wardah Refill Exclusive Two Way Cake 01 Sheer Pink 12 g
TC-R2RE02-W,Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g
TC-R2RE03-W,Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g
TC-R2RE04-W,Wardah Refill Exclusive Two Way Cake 04 Natural 12 g
TC-R2RE05-W,Wardah Refill Exclusive Two Way Cake 05 Coffee Beige 12 g
TC-R3LEC01-W,Wardah Lightening Powder Foundation Extra Cover 01 Light Beige 10 g
TC-R3LEC02-W,Wardah Lightening Powder Foundation Extra Cover 02 Golden Beige 10 g
TC-R3LEC03-W,Wardah Lightening Powder Foundation Extra Cover 03 Sheer Pink 10 g
TC-R3LEC04-W,Wardah Lightening Powder Foundation Extra Cover 04 Natural 10 g
TC-R3LLF01-W,Wardah Lightening Powder Foundation Light Feel 01 Light Beige 12 g
TC-R3LLF02-W,Wardah Lightening Powder Foundation Light Feel 02 Golden Beige 12 g
TC-R3LLF03-W,Wardah Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g
TC-R3LLF04-W,Wardah Lightening Powder Foundation Light Feel 04 Natural 12 g
TC-R3LLF05-W,Wardah Lightening Powder Foundation Light Feel 05 Beige 12 g
TC-R3LLF06-W,Wardah Lightening Powder Foundation Light Feel 06 Ivory 12 g
TC-R3LLF07-W,Wardah Lightening Powder Foundation Light Feel 07 Honey Beige 12 g
TC-RE01-W,Wardah Exclusive Two Way Cake 01 Sheer Pink 12 g
TC-RE02-W,Wardah Exclusive Two Way Cake 02 Light Beige 12 g
TC-RE03-W,Wardah Exclusive Two Way Cake 03 Sandy Beige 12 g
TC-RE04-W,Wardah Exclusive Two Way Cake 04 Natural 12 g
TC-RE05-W,Wardah Exclusive Two Way Cake 05 Coffee Beige 12 g
TC-RIPPF01-W,Instaperfect Refill Matte Fit Powder Foundation 11 Fair Pink 13 g
TC-RIPPF02-W,Instaperfect Refill Matte Fit Powder Foundation 22 Light Ivory 13 g
TC-RIPPF03-W,Instaperfect Refill Matte Fit Powder Foundation 32 True Beige 13 g
TC-RIPPF04-W,Instaperfect Refill Matte Fit Powder Foundation 33 Warm Olive 13 g
TC-RIPPF05-W,Instaperfect Refill Matte Fit Powder Foundation 43 Creme Sand 13 g
TC-RIPPF06-W,Instaperfect Refill Matte Fit Powder Foundation 52 Almond 13 g
TC-RPC01-MO12G,MAKE OVER Perfect Cover Refill TWC 01 Lace 12 g (Pc(s)
TC-RPC02-MO12G,MAKE OVER Perfect Cover Refill TWC 02 Coral 12 g (Pc(s)
TC-RPC03-MO12G,MAKE OVER Perfect Cover Refill TWC 03 Maple 12 g (Pc(s))
TC-RPC04-MO12G,MAKE OVER Perfect Cover Refill TWC 04 Desert 12 g (Pc(s))
TC-RPC05-MO12G,MAKE OVER Perfect Cover Refill TWC 05 Cinnamon 12 g (Pc(s))
TC-RPC08-MO12G,MAKE OVER Perfect Cover Refill TWC 08 Honey 12 g (Pc(s))
TC-RPMC21-MO,MAKE OVER Powerstay Matte Powder Foundation C21 Pink Ivory 12 g
TC-RPMC62-MO,MAKE OVER Powerstay Matte Powder Foundation C62 Rich Cocoa 12 g
TC-RPMN10-MO,MAKE OVER Powerstay Matte Powder Foundation N10 Marble 12 g
TC-RPMN20-MO,MAKE OVER Powerstay Matte Powder Foundation N20 Ivory 12 g
TC-RPMN30-MO,MAKE OVER Powerstay Matte Powder Foundation N30 Natural Beige 12 g
TC-RPMN40-MO,MAKE OVER Powerstay Matte Powder Foundation N40 Sand 12 g
TC-RPMN50-MO,MAKE OVER Powerstay Matte Powder Foundation N50 Tan 12 g
TC-RPMW22-MO,MAKE OVER Powerstay Matte Powder Foundation W22 Warm Ivory 12 g
TC-RPMW30-MO,MAKE OVER Powerstay Matte Powder Foundation W30 Creme Beige 12 g
TC-RPMW33-MO,MAKE OVER Powerstay Matte Powder Foundation W33 Honey Beige 12 g
TC-RPMW41-MO,MAKE OVER Powerstay Matte Powder Foundation W41 Coral Sand 12 g
TC-RPMW42-MO,MAKE OVER Powerstay Matte Powder Foundation W42 Warm Sand 12 g
TC-RR3LEC01-W,Wardah Refill Lightening Powder Foundation Extra Cover 01 Light Beige 10 g
TC-RR3LEC02-W,Wardah Refill Lightening Powder Foundation Extra Cover 02 Golden Beige 10 g
TC-RR3LEC03-W,Wardah Refill Lightening Powder Foundation Extra Cover 03 Sheer Pink 10 g
TC-RR3LEC04-W,Wardah Refill Lightening Powder Foundation Extra Cover 04 Natural 10 g
TC-RR3LLF01-W,Wardah Refill Lightening Powder Foundation Light Feel 01 Light Beige 12 g
TC-RR3LLF02-W,Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g
TC-RR3LLF03-W,Wardah Refill Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g
TC-RR3LLF04-W,Wardah Refill Lightening Powder Foundation Light Feel 04 Natural 12 g
TC-RR3LLF05-W,Wardah Refill Lightening Powder Foundation Light Feel 05 Beige 12 g
